name,region,address,website,phone,rating,total_ratings,lat,lng,google_maps_url
Coral Garden,Boracay,White Beach Path,,,4.8,18,11.9511104,121.9177384,https://maps.google.com/?cid=16915556237987095581
Boracay Scuba Inc.,Boracay,"XW6G+33F, Malay",,(036) 288 1784,5,2,11.9601889,121.9251571,https://maps.google.com/?cid=2139128118956358928
Diving Boracay,Boracay,"Diamond Water Edge Resort, Station 1, Balabag, Boracay, Malay",https://divingboracay.com/,0917 139 0372,,0,11.9648039,121.9219862,https://maps.google.com/?cid=5207827574136740016
Party House Dive,Boracay,"XW2J+P5G, Malay",,(036) 288 3918,4.8,8,11.951802,121.9304567,https://maps.google.com/?cid=17473879186296835500
Ocean Phil Guru Dive Center,Boracay,"XW7F+V69, Malay",,,5,4,11.9646594,121.9230884,https://maps.google.com/?cid=9871921621899679544
땡큐보라카이,Boracay,Malay,https://cafe.naver.com/ddboracay,(036) 506 4345,5,7,11.9638765,121.9259539,https://maps.google.com/?cid=5609262664153831778
Boracay Island Philippines,Boracay,"Boracay, Malay",,,4.8,145,11.9636328,121.9231018,https://maps.google.com/?cid=18370518946822544377
長灘島阿立潛水,Boracay,"XW9G+8VW, Malay",,0969 435 3766,5,4,11.968353,121.9272107,https://maps.google.com/?cid=9705286234506332151
sharky diving,Boracay,"XW7F+V4P, Beach Access Path, Malay",,2885775,4,5,11.964709,121.9228222,https://maps.google.com/?cid=18097498428482409322
Discover Scuba Boracay,Boracay,"Boracay Island, Station 3, Malay",,0945 301 8629,5,5,11.9520774,121.9303023,https://maps.google.com/?cid=9372751412348794404
One Hagdan Villas,Boracay,"299 Sitio Hagdan, Hagdan Hills View, Yapak, Malay, Malay",,(036) 288 9197,4.7,65,11.9804333,121.9121277,https://maps.google.com/?cid=13922631799752272637
VIAJE Philippines,Boracay,"Boracay Bulabog Rd, Boracay, Malay",http://www.viaje.com.ph/,0917 595 9959,4.2,23,11.9653948,121.9246732,https://maps.google.com/?cid=11307725035142596659
Abozza Resort,Boracay,"2 Boracay Hwy Central, Malay",https://hotel-ph.com/,0912 326 1717,4.2,89,11.9571356,121.9307769,https://maps.google.com/?cid=5643053807619292952
ZEN Rooms DiveGurus Boracay,Boracay,"XW2J+M4F, White Beach Path, Boracay",,(02) 8231 3338,4.9,10,11.9516884,121.9302978,https://maps.google.com/?cid=8179819376442554898
Easydivecenter,Boracay,"XW8F+42M, Malay",,(036) 288 9147,4.3,6,11.9653438,121.9225252,https://maps.google.com/?cid=10751395307720540228
Tala's Rock,Boracay,"Boracay Island, Station 1, Malay",,,4,4,11.965261,121.9203318,https://maps.google.com/?cid=3131210959089453571
Friends Helmet Diving,Boracay,"Boracay Island, Angol Road, Malay",,0929 402 6016,,0,11.948839,121.9313632,https://maps.google.com/?cid=17245485056851240235
Scuba World Boracay Branch,Boracay,"Balabag, Boracay Island Malay, Aklan",,(036) 288 3310,,0,11.9633757,121.9265047,https://maps.google.com/?cid=7100538124029253614
Nautilus Dive Shop,Boracay,"XW9G+3GR, White Beach Path, Boracay Bulabog Road, Boracay Island, Malay",,(036) 288 6605,,0,11.9677498,121.9262695,https://maps.google.com/?cid=2627675332413933461
Scuba Libre Dive Shop,Boracay,"XW8F+VV8, White Beach Path, Boracay Bulabog Road, Boracay Island, Balabag, Malay",,(036) 288 5476,,0,11.9671695,121.9246963,https://maps.google.com/?cid=2337025622100833597
Diamond Garden Dive Shop,Boracay,"XW8G+X7W, White Beach Path, Boracay Bulabog Road, Boracay Island, Malay",,(036) 288 3619,,0,11.9674806,121.9256975,https://maps.google.com/?cid=7804329047877687728
B/A/D Wear It If You Dare,Boracay,"Main Highway, Boracay, Malay",https://badwearitifyoudare.teemill.com/,0962 618 2748,0,0,11.9586392,121.9296829,https://maps.google.com/?cid=4242378933680041043
Beach Life Club Diving Center,Boracay,"XW2M+F44 Boracay Island, Angol Road, Malay",,(036) 288 5211,0,0,11.9511411,121.9328225,https://maps.google.com/?cid=16468273360878473653
아일랜드 스탭,Boracay,"Malay, Boracay Station 3, White beach",,,0,0,11.948839,121.9313632,https://maps.google.com/?cid=14258819769197043252
Easy Boracay Travel And Tours,Boracay,Malay,,0999 986 2444,4,4,11.9653866,121.9226331,https://maps.google.com/?cid=15084661505986285122
长滩岛-EasyDiveCenter,Boracay,"XW8F+53W, Beach Access Path, Malay",,0949 637 4685,5,2,11.9654887,121.9226998,https://maps.google.com/?cid=2595806654326993083
Budget Mart,Boracay,"XW7G+7GW, Boracay Highway, Central, Malay",,(036) 288 5983,3.6,540,11.9632457,121.9263327,https://maps.google.com/?cid=1256214618013896751
DiveGurus Boracay Beach Resort,Boracay,"Manocmanoc Boracay Island, Ambulong Rd, Malay",https://www.divegurusresort.com/,0908 891 0196,5,9,11.9512921,121.930423,https://maps.google.com/?cid=3469758209072302110
Tahiti Crepes Bar,Boracay,"XW7F+P3R, White Beach Path, Malay",,,4.7,17,11.96436,121.9226402,https://maps.google.com/?cid=10751924909538088134
Bolabog Beach Resort,Boracay,"Boracay Island, Beachfront, Bolabog Beach Balabag, Malay",https://bolabog-beach-resort.mydirectstay.com/,(036) 288 2520,4.1,96,11.9681914,121.9271548,https://maps.google.com/?cid=5484329970413890279
BORACAY ADVENTURES TRAVEL & TOURS INC,Boracay,"Opposite Former Crafts De Boracay, 2nd Floor Sunflower Resort, Boracay Highway, Malay",https://www.boracayadventures.com/,0917 869 7776,4.6,54,11.9625531,121.9272233,https://maps.google.com/?cid=18415174879210180282
Neptune Dive Center,Boracay,"WWXJ+CHJ, Angol Road, Malay",,0929 402 6016,0,0,11.9485765,121.9314006,https://maps.google.com/?cid=14806160278872408735
Ocean Blue Dive Center,Boracay,"XW8F+VX3, White Beach Path, Boracay Bulabog Road, Boracay Island, Balabag, Malay",,(036) 288 6866,0,0,11.9671275,121.9249108,https://maps.google.com/?cid=15904743063047013972
Red Coconut Dive Center,Boracay,"XW8G+W5P, White Beach Path, Boracay Bulabog Road, Boracay Island, Malay",,(036) 288 6574,0,0,11.9673374,121.9254687,https://maps.google.com/?cid=2545728890771757314
이지다이빙,Boracay,"XW7F+X63, Beach Access Path, Malay",,0966 207 1535,5,1,11.9649643,121.9230216,https://maps.google.com/?cid=6592700137895150352
Aquarius Scuba Diving Corporation,Boracay,"XW8G+W43, White Beach Path, Boracay Bulabog Road, Boracay Island, Malay",,(036) 288 3132,,0,11.967261,121.925284,https://maps.google.com/?cid=15340869482814741409
Bada Scuba & Aqua Sports,Boracay,"XW9G+389, White Beach Path, Boracay Bulabog Road, Boracay Island, Malay",,(036) 288 6379,,0,11.9676658,121.9258618,https://maps.google.com/?cid=8068236044388961273
Windpia Sea Sports,Boracay,"XW8F+RX5, White Beach Path, Boracay Bulabog Road, Boracay Island, Malay",,(036) 288 6043,,0,11.9670015,121.9249967,https://maps.google.com/?cid=15951588710300136548
Red Coral Diving School,Boracay,"XW8F+RV5 Boracay Island, Boracay Bulabog Rd, Malay",,(036) 288 3486,,0,11.9670015,121.9247392,https://maps.google.com/?cid=10535135972385481747
NJ Travels and Tours,Boracay,Aklan Boracay Island,https://www.facebook.com/njtravelsandtours/,0916 290 8048,4.8,17,11.9673753,121.924815,https://maps.google.com/?cid=15637470391361104880
Bamboo Travel & Tours Boracay,Boracay,"3 White Beach Path, Malay",https://bambootravelandtours.com/,(036) 288 9813,2.1,42,11.9548371,121.9289583,https://maps.google.com/?cid=7725171763955349001
Boracay Safari Divers,Boracay,"XW8G+W72, White Beach Path, Boracay Bulabog Road, Boracay Island, Malay",,(036) 288 3260,,0,11.967267,121.9256258,https://maps.google.com/?cid=10769819204536398624
Summer Breeze Welcome Home - Boracay,Boracay,"Summer Breeze, Bukid Way Boracay, Malay",https://airbnb.com/h/summerbreezewelcomehomeboracay,0906 211 8430,3,2,11.9771937,121.9141923,https://maps.google.com/?cid=10302399776768846336
블라복 비치 밀키스 다이브,Boracay,"Malay, 필리핀",,,,0,11.9670336,121.9277017,https://maps.google.com/?cid=12372180402767434150
SeaPark Diving,Boracay,"Malay, Boracay， 马 莱 阿 卡 兰",,0908 862 0020,,0,11.9560316,121.9289206,https://maps.google.com/?cid=10979283845450138478
Aquarius Terraces Boutique Resort,Boracay,"0661 Balabag Plaza, Boracay Island, Malay",https://www.aquariusboracay.com/,0928 500 0098,4.4,23,11.9694525,121.9198039,https://maps.google.com/?cid=7769797028655143717
Redcoral Seasports (레드코랄 해양스포츠),Boracay,"Malay, Boracay Island",https://www.facebook.com/boracayredcoral,0917 718 8254,5,4,11.9683274,121.9272244,https://maps.google.com/?cid=7799453170263847822
Apo Reef Natural Park,Apo Reef,"Apo Reef Club, Road, Sablayan",http://www.sablayan.net/,,4.8,108,12.657481,120.4171699,https://maps.google.com/?cid=13789557674513093993
Apo Reef Shipwreck,Apo Reef,"Apo Reef Light, Sablayan",,,4.3,6,12.6609401,120.4147911,https://maps.google.com/?cid=11955003005326007894
Apo Island,Apo Reef,Sablayan,,,4.9,16,12.6602004,120.414877,https://maps.google.com/?q=Apo+Island&ftid=0x33bbc3c7c47d0dfd:0x1744267abb6d8fd9
